flask,ph,seconds,species
p_h_7_6_4,7.375552979,209340,nanno
p_h_8_2_7,7.878481445,209340,nanno
p_h_8_2_5,7.766220703,209340,nanno
p_h_7_6_6,7.615849609,209340,nanno
p_h_7_6_4,7.377689209,209400,nanno
p_h_8_2_7,7.876345215,209400,nanno
p_h_8_2_5,7.766220703,209400,nanno
p_h_7_6_6,7.614781494,209400,nanno
p_h_7_6_4,7.378757324,209460,nanno
p_h_8_2_7,7.8752771,209460,nanno
p_h_8_2_5,7.766220703,209460,nanno
p_h_7_6_6,7.613713379,209460,nanno
p_h_7_6_4,7.380893555,209520,nanno
p_h_8_2_7,7.8752771,209520,nanno
p_h_8_2_5,7.766220703,209520,nanno
p_h_7_6_6,7.613713379,209520,nanno
p_h_7_6_4,7.38196167,209580,nanno
p_h_8_2_7,7.874208984,209580,nanno
p_h_8_2_5,7.766220703,209580,nanno
p_h_7_6_6,7.613713379,209580,nanno
p_h_7_6_4,7.383029785,209640,nanno
p_h_8_2_7,7.874208984,209640,nanno
p_h_8_2_5,7.765152588,209640,nanno
p_h_7_6_6,7.613713379,209640,nanno
p_h_7_6_4,7.385166016,209700,nanno
p_h_8_2_7,7.873140869,209700,nanno
p_h_8_2_5,7.765152588,209700,nanno
p_h_7_6_6,7.612645264,209700,nanno
p_h_7_6_4,7.386234131,209760,nanno
p_h_8_2_7,7.872072754,209760,nanno
p_h_8_2_5,7.765152588,209760,nanno
p_h_7_6_6,7.612645264,209760,nanno
p_h_7_6_4,7.388370361,209820,nanno
p_h_8_2_7,7.872072754,209820,nanno
p_h_8_2_5,7.765152588,209820,nanno
p_h_7_6_6,7.612645264,209820,nanno
p_h_7_6_4,7.389438477,209880,nanno
p_h_8_2_7,7.871004639,209880,nanno
p_h_8_2_5,7.764084473,209880,nanno
p_h_7_6_6,7.612645264,209880,nanno
p_h_7_6_4,7.390506592,209940,nanno
p_h_8_2_7,7.871004639,209940,nanno
p_h_8_2_5,7.764084473,209940,nanno
p_h_7_6_6,7.612645264,209940,nanno
p_h_7_6_4,7.392642822,210000,nanno
p_h_8_2_7,7.869936523,210000,nanno
p_h_8_2_5,7.764084473,210000,nanno
p_h_7_6_6,7.612645264,210000,nanno
p_h_7_6_4,7.393710938,210060,nanno
p_h_8_2_7,7.866732178,210060,nanno
p_h_8_2_5,7.764084473,210060,nanno
p_h_7_6_6,7.612645264,210060,nanno
p_h_7_6_4,7.395847168,210120,nanno
p_h_8_2_7,7.863527832,210120,nanno
p_h_8_2_5,7.763016357,210120,nanno
p_h_7_6_6,7.611577148,210120,nanno
p_h_7_6_4,7.396915283,210180,nanno
p_h_8_2_7,7.865664063,210180,nanno
p_h_8_2_5,7.764084473,210180,nanno
p_h_7_6_6,7.612645264,210180,nanno
p_h_7_6_4,7.400119629,210240,nanno
p_h_8_2_7,7.865664063,210240,nanno
p_h_8_2_5,7.764084473,210240,nanno
p_h_7_6_6,7.614781494,210240,nanno
p_h_7_6_4,7.40439209,210300,nanno
p_h_8_2_7,7.867800293,210300,nanno
p_h_8_2_5,7.764084473,210300,nanno
p_h_7_6_6,7.61798584,210300,nanno
p_h_7_6_4,7.407596436,210360,nanno
p_h_8_2_7,7.868868408,210360,nanno
p_h_8_2_5,7.765152588,210360,nanno
p_h_7_6_6,7.621190186,210360,nanno
p_h_7_6_4,7.410800781,210420,nanno
p_h_8_2_7,7.869936523,210420,nanno
p_h_8_2_5,7.765152588,210420,nanno
p_h_7_6_6,7.625462646,210420,nanno
p_h_7_6_4,7.414005127,210480,nanno
p_h_8_2_7,7.872072754,210480,nanno
p_h_8_2_5,7.765152588,210480,nanno
p_h_7_6_6,7.628666992,210480,nanno
p_h_7_6_4,7.418277588,210540,nanno
p_h_8_2_7,7.880617676,210540,nanno
p_h_8_2_5,7.766220703,210540,nanno
p_h_7_6_6,7.632939453,210540,nanno
p_h_7_6_4,7.421481934,210600,nanno
p_h_8_2_7,7.883822021,210600,nanno
p_h_8_2_5,7.767288818,210600,nanno
p_h_7_6_6,7.636143799,210600,nanno
p_h_7_6_4,7.423618164,210660,nanno
p_h_8_2_7,7.882753906,210660,nanno
p_h_8_2_5,7.766220703,210660,nanno
p_h_7_6_6,7.637211914,210660,nanno
p_h_7_6_4,7.424686279,210720,nanno
p_h_8_2_7,7.880617676,210720,nanno
p_h_8_2_5,7.766220703,210720,nanno
p_h_7_6_6,7.636143799,210720,nanno
p_h_7_6_4,7.42682251,210780,nanno
p_h_8_2_7,7.879549561,210780,nanno
p_h_8_2_5,7.766220703,210780,nanno
p_h_7_6_6,7.636143799,210780,nanno
p_h_7_6_4,7.427890625,210840,nanno
p_h_8_2_7,7.878481445,210840,nanno
p_h_8_2_5,7.766220703,210840,nanno
p_h_7_6_6,7.635075684,210840,nanno
p_h_7_6_4,7.42895874,210900,nanno
p_h_8_2_7,7.878481445,210900,nanno
p_h_8_2_5,7.766220703,210900,nanno
p_h_7_6_6,7.635075684,210900,nanno
p_h_7_6_4,7.430026855,210960,nanno
p_h_8_2_7,7.87741333,210960,nanno
p_h_8_2_5,7.765152588,210960,nanno
p_h_7_6_6,7.634007568,210960,nanno
p_h_7_6_4,7.431094971,211020,nanno
p_h_8_2_7,7.87741333,211020,nanno
p_h_8_2_5,7.765152588,211020,nanno
p_h_7_6_6,7.634007568,211020,nanno
p_h_7_6_4,7.432163086,211080,nanno
p_h_8_2_7,7.876345215,211080,nanno
p_h_8_2_5,7.765152588,211080,nanno
p_h_7_6_6,7.634007568,211080,nanno
p_h_7_6_4,7.433231201,211140,nanno
p_h_8_2_7,7.8752771,211140,nanno
p_h_8_2_5,7.765152588,211140,nanno
p_h_7_6_6,7.632939453,211140,nanno
p_h_7_6_4,7.434299316,211200,nanno
p_h_8_2_7,7.8752771,211200,nanno
p_h_8_2_5,7.765152588,211200,nanno
p_h_7_6_6,7.632939453,211200,nanno
p_h_7_6_4,7.435367432,211260,nanno
p_h_8_2_7,7.874208984,211260,nanno
p_h_8_2_5,7.765152588,211260,nanno
p_h_7_6_6,7.632939453,211260,nanno
p_h_7_6_4,7.436435547,211320,nanno
p_h_8_2_7,7.874208984,211320,nanno
p_h_8_2_5,7.765152588,211320,nanno
p_h_7_6_6,7.632939453,211320,nanno
p_h_7_6_4,7.437503662,211380,nanno
p_h_8_2_7,7.874208984,211380,nanno
p_h_8_2_5,7.764084473,211380,nanno
p_h_7_6_6,7.632939453,211380,nanno
p_h_7_6_4,7.438571777,211440,nanno
p_h_8_2_7,7.873140869,211440,nanno
p_h_8_2_5,7.764084473,211440,nanno
p_h_7_6_6,7.632939453,211440,nanno
p_h_7_6_4,7.440708008,211500,nanno
p_h_8_2_7,7.872072754,211500,nanno
p_h_8_2_5,7.764084473,211500,nanno
p_h_7_6_6,7.631871338,211500,nanno
p_h_7_6_4,7.441776123,211560,nanno
p_h_8_2_7,7.871004639,211560,nanno
p_h_8_2_5,7.764084473,211560,nanno
p_h_7_6_6,7.631871338,211560,nanno
p_h_7_6_4,7.442844238,211620,nanno
p_h_8_2_7,7.871004639,211620,nanno
p_h_8_2_5,7.764084473,211620,nanno
p_h_7_6_6,7.631871338,211620,nanno
p_h_7_6_4,7.442844238,211680,nanno
p_h_8_2_7,7.864595947,211680,nanno
p_h_8_2_5,7.763016357,211680,nanno
p_h_7_6_6,7.628666992,211680,nanno
p_h_7_6_4,7.443912354,211740,nanno
p_h_8_2_7,7.860323486,211740,nanno
p_h_8_2_5,7.761948242,211740,nanno
p_h_7_6_6,7.625462646,211740,nanno
p_h_7_6_4,7.444980469,211800,nanno
p_h_8_2_7,7.862459717,211800,nanno
p_h_8_2_5,7.761948242,211800,nanno
p_h_7_6_6,7.627598877,211800,nanno
p_h_7_6_4,7.447116699,211860,nanno
p_h_8_2_7,7.863527832,211860,nanno
p_h_8_2_5,7.761948242,211860,nanno
p_h_7_6_6,7.629735107,211860,nanno
p_h_7_6_4,7.450321045,211920,nanno
p_h_8_2_7,7.864595947,211920,nanno
p_h_8_2_5,7.763016357,211920,nanno
p_h_7_6_6,7.631871338,211920,nanno
p_h_7_6_4,7.453525391,211980,nanno
p_h_8_2_7,7.865664063,211980,nanno
p_h_8_2_5,7.763016357,211980,nanno
p_h_7_6_6,7.635075684,211980,nanno
p_h_7_6_4,7.456729736,212040,nanno
p_h_8_2_7,7.867800293,212040,nanno
p_h_8_2_5,7.764084473,212040,nanno
p_h_7_6_6,7.639348145,212040,nanno
p_h_7_6_4,7.461002197,212100,nanno
p_h_8_2_7,7.874208984,212100,nanno
p_h_8_2_5,7.766220703,212100,nanno
p_h_7_6_6,7.647893066,212100,nanno
p_h_7_6_4,7.464206543,212160,nanno
p_h_8_2_7,7.874208984,212160,nanno
p_h_8_2_5,7.766220703,212160,nanno
p_h_7_6_6,7.650029297,212160,nanno
p_h_7_6_4,7.467410889,212220,nanno
p_h_8_2_7,7.882753906,212220,nanno
p_h_8_2_5,7.766220703,212220,nanno
p_h_7_6_6,7.654301758,212220,nanno
p_h_7_6_4,7.469547119,212280,nanno
p_h_8_2_7,7.884890137,212280,nanno
p_h_8_2_5,7.766220703,212280,nanno
p_h_7_6_6,7.656437988,212280,nanno
p_h_7_6_4,7.47168335,212340,nanno
p_h_8_2_7,7.883822021,212340,nanno
p_h_8_2_5,7.766220703,212340,nanno
p_h_7_6_6,7.656437988,212340,nanno
p_h_7_6_4,7.472751465,212400,nanno
p_h_8_2_7,7.882753906,212400,nanno
p_h_8_2_5,7.766220703,212400,nanno
p_h_7_6_6,7.655369873,212400,nanno
p_h_7_6_4,7.47381958,212460,nanno
p_h_8_2_7,7.880617676,212460,nanno
p_h_8_2_5,7.765152588,212460,nanno
p_h_7_6_6,7.654301758,212460,nanno
p_h_7_6_4,7.474887695,212520,nanno
p_h_8_2_7,7.880617676,212520,nanno
p_h_8_2_5,7.765152588,212520,nanno
p_h_7_6_6,7.654301758,212520,nanno
p_h_7_6_4,7.474887695,212580,nanno
p_h_8_2_7,7.879549561,212580,nanno
p_h_8_2_5,7.765152588,212580,nanno
p_h_7_6_6,7.653233643,212580,nanno
p_h_7_6_4,7.475955811,212640,nanno
p_h_8_2_7,7.878481445,212640,nanno
p_h_8_2_5,7.765152588,212640,nanno
p_h_7_6_6,7.652165527,212640,nanno
p_h_7_6_4,7.477023926,212700,nanno
p_h_8_2_7,7.87741333,212700,nanno
p_h_8_2_5,7.765152588,212700,nanno
p_h_7_6_6,7.652165527,212700,nanno
p_h_7_6_4,7.478092041,212760,nanno
p_h_8_2_7,7.876345215,212760,nanno
p_h_8_2_5,7.764084473,212760,nanno
p_h_7_6_6,7.651097412,212760,nanno
p_h_7_6_4,7.478092041,212820,nanno
p_h_8_2_7,7.876345215,212820,nanno
p_h_8_2_5,7.764084473,212820,nanno
p_h_7_6_6,7.651097412,212820,nanno
p_h_7_6_4,7.479160156,212880,nanno
p_h_8_2_7,7.8752771,212880,nanno
p_h_8_2_5,7.764084473,212880,nanno
p_h_7_6_6,7.650029297,212880,nanno
p_h_7_6_4,7.480228271,212940,nanno
p_h_8_2_7,7.874208984,212940,nanno
p_h_8_2_5,7.764084473,212940,nanno
p_h_7_6_6,7.650029297,212940,nanno
p_h_7_6_4,7.481296387,213000,nanno
p_h_8_2_7,7.874208984,213000,nanno
p_h_8_2_5,7.764084473,213000,nanno
p_h_7_6_6,7.650029297,213000,nanno
p_h_7_6_4,7.482364502,213060,nanno
p_h_8_2_7,7.873140869,213060,nanno
p_h_8_2_5,7.763016357,213060,nanno
p_h_7_6_6,7.648961182,213060,nanno
p_h_7_6_4,7.483432617,213120,nanno
p_h_8_2_7,7.872072754,213120,nanno
p_h_8_2_5,7.763016357,213120,nanno
p_h_7_6_6,7.647893066,213120,nanno
p_h_7_6_4,7.483432617,213180,nanno
p_h_8_2_7,7.871004639,213180,nanno
p_h_8_2_5,7.763016357,213180,nanno
p_h_7_6_6,7.647893066,213180,nanno
p_h_7_6_4,7.484500732,213240,nanno
p_h_8_2_7,7.871004639,213240,nanno
p_h_8_2_5,7.763016357,213240,nanno
p_h_7_6_6,7.647893066,213240,nanno
p_h_7_6_4,7.485568848,213300,nanno
p_h_8_2_7,7.869936523,213300,nanno
p_h_8_2_5,7.763016357,213300,nanno
p_h_7_6_6,7.646824951,213300,nanno
p_h_7_6_4,7.486636963,213360,nanno
p_h_8_2_7,7.866732178,213360,nanno
p_h_8_2_5,7.761948242,213360,nanno
p_h_7_6_6,7.645756836,213360,nanno
p_h_7_6_4,7.487705078,213420,nanno
p_h_8_2_7,7.863527832,213420,nanno
p_h_8_2_5,7.761948242,213420,nanno
p_h_7_6_6,7.644688721,213420,nanno
p_h_7_6_4,7.488773193,213480,nanno
p_h_8_2_7,7.865664063,213480,nanno
p_h_8_2_5,7.761948242,213480,nanno
p_h_7_6_6,7.646824951,213480,nanno
p_h_7_6_4,7.490909424,213540,nanno
p_h_8_2_7,7.865664063,213540,nanno
p_h_8_2_5,7.763016357,213540,nanno
p_h_7_6_6,7.648961182,213540,nanno
p_h_7_6_4,7.493045654,213600,nanno
p_h_8_2_7,7.867800293,213600,nanno
p_h_8_2_5,7.763016357,213600,nanno
p_h_7_6_6,7.652165527,213600,nanno
p_h_7_6_4,7.49625,213660,nanno
p_h_8_2_7,7.868868408,213660,nanno
p_h_8_2_5,7.763016357,213660,nanno
p_h_7_6_6,7.655369873,213660,nanno
p_h_7_6_4,7.499454346,213720,nanno
p_h_8_2_7,7.871004639,213720,nanno
p_h_8_2_5,7.764084473,213720,nanno
p_h_7_6_6,7.659642334,213720,nanno
p_h_7_6_4,7.502658691,213780,nanno
p_h_8_2_7,7.873140869,213780,nanno
p_h_8_2_5,7.764084473,213780,nanno
p_h_7_6_6,7.66284668,213780,nanno
p_h_7_6_4,7.505863037,213840,nanno
p_h_8_2_7,7.879549561,213840,nanno
p_h_8_2_5,7.765152588,213840,nanno
p_h_7_6_6,7.666051025,213840,nanno
p_h_7_6_4,7.509067383,213900,nanno
p_h_8_2_7,7.884890137,213900,nanno
p_h_8_2_5,7.765152588,213900,nanno
p_h_7_6_6,7.669255371,213900,nanno
p_h_7_6_4,7.511203613,213960,nanno
p_h_8_2_7,7.883822021,213960,nanno
p_h_8_2_5,7.765152588,213960,nanno
p_h_7_6_6,7.670323486,213960,nanno
p_h_7_6_4,7.512271729,214020,nanno
p_h_8_2_7,7.882753906,214020,nanno
p_h_8_2_5,7.765152588,214020,nanno
p_h_7_6_6,7.670323486,214020,nanno
p_h_7_6_4,7.513339844,214080,nanno
p_h_8_2_7,7.880617676,214080,nanno
p_h_8_2_5,7.765152588,214080,nanno
p_h_7_6_6,7.669255371,214080,nanno
p_h_7_6_4,7.513339844,214140,nanno
p_h_8_2_7,7.879549561,214140,nanno
p_h_8_2_5,7.764084473,214140,nanno
p_h_7_6_6,7.669255371,214140,nanno
p_h_7_6_4,7.514407959,214200,nanno
p_h_8_2_7,7.878481445,214200,nanno
p_h_8_2_5,7.764084473,214200,nanno
p_h_7_6_6,7.668187256,214200,nanno
p_h_7_6_4,7.514407959,214260,nanno
p_h_8_2_7,7.87741333,214260,nanno
p_h_8_2_5,7.764084473,214260,nanno
p_h_7_6_6,7.667119141,214260,nanno
p_h_7_6_4,7.515476074,214320,nanno
p_h_8_2_7,7.87741333,214320,nanno
p_h_8_2_5,7.764084473,214320,nanno
p_h_7_6_6,7.666051025,214320,nanno
p_h_7_6_4,7.516544189,214380,nanno
p_h_8_2_7,7.876345215,214380,nanno
p_h_8_2_5,7.764084473,214380,nanno
p_h_7_6_6,7.666051025,214380,nanno
p_h_7_6_4,7.516544189,214440,nanno
p_h_8_2_7,7.8752771,214440,nanno
p_h_8_2_5,7.763016357,214440,nanno
p_h_7_6_6,7.66498291,214440,nanno
p_h_7_6_4,7.517612305,214500,nanno
p_h_8_2_7,7.8752771,214500,nanno
p_h_8_2_5,7.763016357,214500,nanno
p_h_7_6_6,7.66498291,214500,nanno
p_h_7_6_4,7.517612305,214560,nanno
p_h_8_2_7,7.874208984,214560,nanno
p_h_8_2_5,7.763016357,214560,nanno
p_h_7_6_6,7.66498291,214560,nanno
p_h_7_6_4,7.51868042,214620,nanno
p_h_8_2_7,7.873140869,214620,nanno
p_h_8_2_5,7.763016357,214620,nanno
p_h_7_6_6,7.66498291,214620,nanno
p_h_7_6_4,7.519748535,214680,nanno
p_h_8_2_7,7.873140869,214680,nanno
p_h_8_2_5,7.763016357,214680,nanno
p_h_7_6_6,7.663914795,214680,nanno
p_h_7_6_4,7.519748535,214740,nanno
p_h_8_2_7,7.872072754,214740,nanno
p_h_8_2_5,7.763016357,214740,nanno
p_h_7_6_6,7.663914795,214740,nanno
p_h_7_6_4,7.52081665,214800,nanno
p_h_8_2_7,7.872072754,214800,nanno
p_h_8_2_5,7.761948242,214800,nanno
p_h_7_6_6,7.663914795,214800,nanno
p_h_7_6_4,7.521884766,214860,nanno
p_h_8_2_7,7.871004639,214860,nanno
p_h_8_2_5,7.761948242,214860,nanno
p_h_7_6_6,7.66284668,214860,nanno
p_h_7_6_4,7.521884766,214920,nanno
p_h_8_2_7,7.869936523,214920,nanno
p_h_8_2_5,7.761948242,214920,nanno
p_h_7_6_6,7.66284668,214920,nanno
p_h_7_6_4,7.522952881,214980,nanno
p_h_8_2_7,7.868868408,214980,nanno
p_h_8_2_5,7.761948242,214980,nanno
p_h_7_6_6,7.66284668,214980,nanno
p_h_7_6_4,7.522952881,215040,nanno
p_h_8_2_7,7.867800293,215040,nanno
p_h_8_2_5,7.760880127,215040,nanno
p_h_7_6_6,7.661778564,215040,nanno
p_h_7_6_4,7.524020996,215100,nanno
p_h_8_2_7,7.862459717,215100,nanno
p_h_8_2_5,7.760880127,215100,nanno
p_h_7_6_6,7.660710449,215100,nanno
p_h_7_6_4,7.525089111,215160,nanno
p_h_8_2_7,7.864595947,215160,nanno
p_h_8_2_5,7.760880127,215160,nanno
p_h_7_6_6,7.660710449,215160,nanno
p_h_7_6_4,7.526157227,215220,nanno
p_h_8_2_7,7.864595947,215220,nanno
p_h_8_2_5,7.760880127,215220,nanno
p_h_7_6_6,7.66284668,215220,nanno
p_h_7_6_4,7.528293457,215280,nanno
p_h_8_2_7,7.866732178,215280,nanno
p_h_8_2_5,7.761948242,215280,nanno
p_h_7_6_6,7.66498291,215280,nanno
p_h_7_6_4,7.531497803,215340,nanno
p_h_8_2_7,7.867800293,215340,nanno
p_h_8_2_5,7.761948242,215340,nanno
p_h_7_6_6,7.668187256,215340,nanno
p_h_7_6_4,7.533634033,215400,nanno
p_h_8_2_7,7.869936523,215400,nanno
p_h_8_2_5,7.763016357,215400,nanno
p_h_7_6_6,7.671391602,215400,nanno
p_h_7_6_4,7.536838379,215460,nanno
p_h_8_2_7,7.871004639,215460,nanno
p_h_8_2_5,7.763016357,215460,nanno
p_h_7_6_6,7.673527832,215460,nanno
p_h_7_6_4,7.538974609,215520,nanno
p_h_8_2_7,7.8752771,215520,nanno
p_h_8_2_5,7.764084473,215520,nanno
p_h_7_6_6,7.676732178,215520,nanno
p_h_7_6_4,7.542178955,215580,nanno
p_h_8_2_7,7.881685791,215580,nanno
p_h_8_2_5,7.764084473,215580,nanno
p_h_7_6_6,7.681004639,215580,nanno
p_h_7_6_4,7.544315186,215640,nanno
p_h_8_2_7,7.881685791,215640,nanno
p_h_8_2_5,7.764084473,215640,nanno
p_h_7_6_6,7.683140869,215640,nanno
p_h_7_6_4,7.545383301,215700,nanno
p_h_8_2_7,7.880617676,215700,nanno
p_h_8_2_5,7.764084473,215700,nanno
p_h_7_6_6,7.683140869,215700,nanno
p_h_7_6_4,7.545383301,215760,nanno
p_h_8_2_7,7.879549561,215760,nanno
p_h_8_2_5,7.764084473,215760,nanno
p_h_7_6_6,7.682072754,215760,nanno
p_h_7_6_4,7.546451416,215820,nanno
p_h_8_2_7,7.878481445,215820,nanno
p_h_8_2_5,7.764084473,215820,nanno
p_h_7_6_6,7.681004639,215820,nanno
p_h_7_6_4,7.546451416,215880,nanno
p_h_8_2_7,7.878481445,215880,nanno
p_h_8_2_5,7.764084473,215880,nanno
p_h_7_6_6,7.681004639,215880,nanno
p_h_7_6_4,7.547519531,215940,nanno
p_h_8_2_7,7.87741333,215940,nanno
p_h_8_2_5,7.763016357,215940,nanno
p_h_7_6_6,7.679936523,215940,nanno
p_h_7_6_4,7.547519531,216000,nanno
p_h_8_2_7,7.876345215,216000,nanno
p_h_8_2_5,7.763016357,216000,nanno
p_h_7_6_6,7.678868408,216000,nanno
p_h_7_6_4,7.548587646,216060,nanno
p_h_8_2_7,7.876345215,216060,nanno
p_h_8_2_5,7.763016357,216060,nanno
p_h_7_6_6,7.678868408,216060,nanno
p_h_7_6_4,7.548587646,216120,nanno
p_h_8_2_7,7.8752771,216120,nanno
p_h_8_2_5,7.763016357,216120,nanno
p_h_7_6_6,7.678868408,216120,nanno
p_h_7_6_4,7.549655762,216180,nanno
p_h_8_2_7,7.874208984,216180,nanno
p_h_8_2_5,7.763016357,216180,nanno
p_h_7_6_6,7.677800293,216180,nanno
p_h_7_6_4,7.549655762,216240,nanno
p_h_8_2_7,7.873140869,216240,nanno
p_h_8_2_5,7.761948242,216240,nanno
p_h_7_6_6,7.676732178,216240,nanno
p_h_7_6_4,7.549655762,216300,nanno
p_h_8_2_7,7.873140869,216300,nanno
p_h_8_2_5,7.761948242,216300,nanno
p_h_7_6_6,7.676732178,216300,nanno
p_h_7_6_4,7.550723877,216360,nanno
p_h_8_2_7,7.872072754,216360,nanno
p_h_8_2_5,7.761948242,216360,nanno
p_h_7_6_6,7.675664063,216360,nanno
p_h_7_6_4,7.550723877,216420,nanno
p_h_8_2_7,7.871004639,216420,nanno
p_h_8_2_5,7.761948242,216420,nanno
p_h_7_6_6,7.675664063,216420,nanno
p_h_7_6_4,7.551791992,216480,nanno
p_h_8_2_7,7.871004639,216480,nanno
p_h_8_2_5,7.761948242,216480,nanno
p_h_7_6_6,7.674595947,216480,nanno
p_h_7_6_4,7.551791992,216540,nanno
p_h_8_2_7,7.869936523,216540,nanno
p_h_8_2_5,7.760880127,216540,nanno
p_h_7_6_6,7.674595947,216540,nanno
p_h_7_6_4,7.552860107,216600,nanno
p_h_8_2_7,7.868868408,216600,nanno
p_h_8_2_5,7.760880127,216600,nanno
p_h_7_6_6,7.673527832,216600,nanno
p_h_7_6_4,7.552860107,216660,nanno
p_h_8_2_7,7.867800293,216660,nanno
p_h_8_2_5,7.760880127,216660,nanno
p_h_7_6_6,7.673527832,216660,nanno
p_h_7_6_4,7.552860107,216720,nanno
p_h_8_2_7,7.866732178,216720,nanno
p_h_8_2_5,7.760880127,216720,nanno
p_h_7_6_6,7.672459717,216720,nanno
p_h_7_6_4,7.553928223,216780,nanno
p_h_8_2_7,7.861391602,216780,nanno
p_h_8_2_5,7.759812012,216780,nanno
p_h_7_6_6,7.671391602,216780,nanno
p_h_7_6_4,7.554996338,216840,nanno
p_h_8_2_7,7.863527832,216840,nanno
p_h_8_2_5,7.759812012,216840,nanno
p_h_7_6_6,7.672459717,216840,nanno
p_h_7_6_4,7.556064453,216900,nanno
p_h_8_2_7,7.864595947,216900,nanno
p_h_8_2_5,7.760880127,216900,nanno
p_h_7_6_6,7.674595947,216900,nanno
p_h_7_6_4,7.558200684,216960,nanno
p_h_8_2_7,7.865664063,216960,nanno
p_h_8_2_5,7.760880127,216960,nanno
p_h_7_6_6,7.676732178,216960,nanno
p_h_7_6_4,7.561405029,217020,nanno
p_h_8_2_7,7.867800293,217020,nanno
p_h_8_2_5,7.761948242,217020,nanno
p_h_7_6_6,7.679936523,217020,nanno
p_h_7_6_4,7.564609375,217080,nanno
p_h_8_2_7,7.869936523,217080,nanno
p_h_8_2_5,7.761948242,217080,nanno
p_h_7_6_6,7.683140869,217080,nanno
p_h_7_6_4,7.566745605,217140,nanno
p_h_8_2_7,7.871004639,217140,nanno
p_h_8_2_5,7.761948242,217140,nanno
p_h_7_6_6,7.6852771,217140,nanno
p_h_7_6_4,7.569949951,217200,nanno
p_h_8_2_7,7.876345215,217200,nanno
p_h_8_2_5,7.763016357,217200,nanno
p_h_7_6_6,7.659642334,217200,nanno
p_h_7_6_4,7.572086182,217260,nanno
p_h_8_2_7,7.882753906,217260,nanno
p_h_8_2_5,7.764084473,217260,nanno
p_h_7_6_6,7.57098877,217260,nanno
p_h_7_6_4,7.574222412,217320,nanno
p_h_8_2_7,7.882753906,217320,nanno
p_h_8_2_5,7.764084473,217320,nanno
p_h_7_6_6,7.468449707,217320,nanno
p_h_7_6_4,7.574222412,217380,nanno
p_h_8_2_7,7.880617676,217380,nanno
p_h_8_2_5,7.763016357,217380,nanno
p_h_7_6_6,7.379796143,217380,nanno
p_h_7_6_4,7.575290527,217440,nanno
p_h_8_2_7,7.880617676,217440,nanno
p_h_8_2_5,7.763016357,217440,nanno
p_h_7_6_6,7.336003418,217440,nanno
p_h_7_6_4,7.575290527,217500,nanno
p_h_8_2_7,7.879549561,217500,nanno
p_h_8_2_5,7.763016357,217500,nanno
p_h_7_6_6,7.314641113,217500,nanno
p_h_7_6_4,7.576358643,217560,nanno
p_h_8_2_7,7.878481445,217560,nanno
p_h_8_2_5,7.763016357,217560,nanno
p_h_7_6_6,7.2996875,217560,nanno
p_h_7_6_4,7.576358643,217620,nanno
p_h_8_2_7,7.878481445,217620,nanno
p_h_8_2_5,7.763016357,217620,nanno
p_h_7_6_6,7.287938232,217620,nanno
p_h_7_6_4,7.576358643,217680,nanno
p_h_8_2_7,7.873140869,217680,nanno
p_h_8_2_5,7.761948242,217680,nanno
p_h_7_6_6,7.274052734,217680,nanno
p_h_7_6_4,7.576358643,217740,nanno
p_h_8_2_7,7.872072754,217740,nanno
p_h_8_2_5,7.761948242,217740,nanno
p_h_7_6_6,7.265507813,217740,nanno
p_h_7_6_4,7.576358643,217800,nanno
p_h_8_2_7,7.873140869,217800,nanno
p_h_8_2_5,7.760880127,217800,nanno
p_h_7_6_6,7.256962891,217800,nanno
p_h_7_6_4,7.577426758,217860,nanno
p_h_8_2_7,7.872072754,217860,nanno
p_h_8_2_5,7.760880127,217860,nanno
p_h_7_6_6,7.250554199,217860,nanno
p_h_7_6_4,7.577426758,217920,nanno
p_h_8_2_7,7.871004639,217920,nanno
p_h_8_2_5,7.760880127,217920,nanno
p_h_7_6_6,7.244145508,217920,nanno
p_h_7_6_4,7.577426758,217980,nanno
p_h_8_2_7,7.871004639,217980,nanno
p_h_8_2_5,7.760880127,217980,nanno
p_h_7_6_6,7.237736816,217980,nanno
p_h_7_6_4,7.577426758,218040,nanno
p_h_8_2_7,7.871004639,218040,nanno
p_h_8_2_5,7.760880127,218040,nanno
p_h_7_6_6,7.23239624,218040,nanno
p_h_7_6_4,7.578494873,218100,nanno
p_h_8_2_7,7.878481445,218100,nanno
p_h_8_2_5,7.761948242,218100,nanno
p_h_7_6_6,7.23026001,218100,nanno
p_h_7_6_4,7.578494873,218160,nanno
p_h_8_2_7,7.876345215,218160,nanno
p_h_8_2_5,7.761948242,218160,nanno
p_h_7_6_6,7.225987549,218160,nanno
p_h_7_6_4,7.579562988,218220,nanno
p_h_8_2_7,7.874208984,218220,nanno
p_h_8_2_5,7.760880127,218220,nanno
p_h_7_6_6,7.220646973,218220,nanno
p_h_7_6_4,7.579562988,218280,nanno
p_h_8_2_7,7.872072754,218280,nanno
p_h_8_2_5,7.760880127,218280,nanno
p_h_7_6_6,7.215306396,218280,nanno
p_h_7_6_4,7.579562988,218340,nanno
p_h_8_2_7,7.869936523,218340,nanno
p_h_8_2_5,7.759812012,218340,nanno
p_h_7_6_6,7.211033936,218340,nanno
p_h_7_6_4,7.579562988,218400,nanno
p_h_8_2_7,7.863527832,218400,nanno
p_h_8_2_5,7.759812012,218400,nanno
p_h_7_6_6,7.206761475,218400,nanno
