flask,ph,seconds,species
p_h_8_2_7,7.921206055,987898,nanno
p_h_8_2_5,7.776901855,987898,nanno
p_h_7_6_6,7.599827881,987898,nanno
p_h_7_6_4,7.31253418,987958,nanno
p_h_8_2_7,7.919069824,987958,nanno
p_h_8_2_5,7.776901855,987958,nanno
p_h_7_6_6,7.599827881,987958,nanno
p_h_7_6_4,7.31467041,988018,nanno
p_h_8_2_7,7.916933594,988018,nanno
p_h_8_2_5,7.77583374,988018,nanno
p_h_7_6_6,7.598759766,988018,nanno
p_h_7_6_4,7.316806641,988078,nanno
p_h_8_2_7,7.915865479,988078,nanno
p_h_8_2_5,7.77583374,988078,nanno
p_h_7_6_6,7.598759766,988078,nanno
p_h_7_6_4,7.317874756,988138,nanno
p_h_8_2_7,7.914797363,988138,nanno
p_h_8_2_5,7.77583374,988138,nanno
p_h_7_6_6,7.59769165,988138,nanno
p_h_7_6_4,7.320010986,988198,nanno
p_h_8_2_7,7.913729248,988198,nanno
p_h_8_2_5,7.77583374,988198,nanno
p_h_7_6_6,7.596623535,988198,nanno
p_h_7_6_4,7.322147217,988258,nanno
p_h_8_2_7,7.912661133,988258,nanno
p_h_8_2_5,7.77583374,988258,nanno
p_h_7_6_6,7.596623535,988258,nanno
p_h_7_6_4,7.324283447,988318,nanno
p_h_8_2_7,7.911593018,988318,nanno
p_h_8_2_5,7.774765625,988318,nanno
p_h_7_6_6,7.59555542,988318,nanno
p_h_7_6_4,7.326419678,988378,nanno
p_h_8_2_7,7.910524902,988378,nanno
p_h_8_2_5,7.774765625,988378,nanno
p_h_7_6_6,7.59555542,988378,nanno
p_h_7_6_4,7.328555908,988438,nanno
p_h_8_2_7,7.909456787,988438,nanno
p_h_8_2_5,7.774765625,988438,nanno
p_h_7_6_6,7.594487305,988438,nanno
p_h_7_6_4,7.329624023,988498,nanno
p_h_8_2_7,7.909456787,988498,nanno
p_h_8_2_5,7.774765625,988498,nanno
p_h_7_6_6,7.594487305,988498,nanno
p_h_7_6_4,7.331760254,988558,nanno
p_h_8_2_7,7.908388672,988558,nanno
p_h_8_2_5,7.77369751,988558,nanno
p_h_7_6_6,7.593419189,988558,nanno
p_h_7_6_4,7.333896484,988618,nanno
p_h_8_2_7,7.907320557,988618,nanno
p_h_8_2_5,7.77369751,988618,nanno
p_h_7_6_6,7.593419189,988618,nanno
p_h_7_6_4,7.336032715,988678,nanno
p_h_8_2_7,7.906252441,988678,nanno
p_h_8_2_5,7.77369751,988678,nanno
p_h_7_6_6,7.593419189,988678,nanno
p_h_7_6_4,7.338168945,988738,nanno
p_h_8_2_7,7.905184326,988738,nanno
p_h_8_2_5,7.77369751,988738,nanno
p_h_7_6_6,7.592351074,988738,nanno
p_h_7_6_4,7.340305176,988798,nanno
p_h_8_2_7,7.905184326,988798,nanno
p_h_8_2_5,7.772629395,988798,nanno
p_h_7_6_6,7.592351074,988798,nanno
p_h_7_6_4,7.342441406,988858,nanno
p_h_8_2_7,7.904116211,988858,nanno
p_h_8_2_5,7.772629395,988858,nanno
p_h_7_6_6,7.592351074,988858,nanno
p_h_7_6_4,7.343509521,988918,nanno
p_h_8_2_7,7.89984375,988918,nanno
p_h_8_2_5,7.772629395,988918,nanno
p_h_7_6_6,7.591282959,988918,nanno
p_h_7_6_4,7.345645752,988978,nanno
p_h_8_2_7,7.896639404,988978,nanno
p_h_8_2_5,7.771561279,988978,nanno
p_h_7_6_6,7.590214844,988978,nanno
p_h_7_6_4,7.348850098,989038,nanno
p_h_8_2_7,7.898775635,989038,nanno
p_h_8_2_5,7.771561279,989038,nanno
p_h_7_6_6,7.591282959,989038,nanno
p_h_7_6_4,7.353122559,989098,nanno
p_h_8_2_7,7.900911865,989098,nanno
p_h_8_2_5,7.772629395,989098,nanno
p_h_7_6_6,7.593419189,989098,nanno
p_h_7_6_4,7.356326904,989158,nanno
p_h_8_2_7,7.904116211,989158,nanno
p_h_8_2_5,7.77369751,989158,nanno
p_h_7_6_6,7.596623535,989158,nanno
p_h_7_6_4,7.360599365,989218,nanno
p_h_8_2_7,7.906252441,989218,nanno
p_h_8_2_5,7.774765625,989218,nanno
p_h_7_6_6,7.599827881,989218,nanno
p_h_7_6_4,7.364871826,989278,nanno
p_h_8_2_7,7.909456787,989278,nanno
p_h_8_2_5,7.774765625,989278,nanno
p_h_7_6_6,7.603032227,989278,nanno
p_h_7_6_4,7.369144287,989338,nanno
p_h_8_2_7,7.914797363,989338,nanno
p_h_8_2_5,7.77583374,989338,nanno
p_h_7_6_6,7.608372803,989338,nanno
p_h_7_6_4,7.373416748,989398,nanno
p_h_8_2_7,7.92227417,989398,nanno
p_h_8_2_5,7.777969971,989398,nanno
p_h_7_6_6,7.613713379,989398,nanno
p_h_7_6_4,7.376621094,989458,nanno
p_h_8_2_7,7.92227417,989458,nanno
p_h_8_2_5,7.777969971,989458,nanno
p_h_7_6_6,7.615849609,989458,nanno
p_h_7_6_4,7.377689209,989518,nanno
p_h_8_2_7,7.913729248,989518,nanno
p_h_8_2_5,7.77583374,989518,nanno
p_h_7_6_6,7.613713379,989518,nanno
p_h_7_6_4,7.379825439,989578,nanno
p_h_8_2_7,7.914797363,989578,nanno
p_h_8_2_5,7.77583374,989578,nanno
p_h_7_6_6,7.613713379,989578,nanno
p_h_7_6_4,7.38196167,989638,nanno
p_h_8_2_7,7.914797363,989638,nanno
p_h_8_2_5,7.77583374,989638,nanno
p_h_7_6_6,7.613713379,989638,nanno
p_h_7_6_4,7.383029785,989698,nanno
p_h_8_2_7,7.913729248,989698,nanno
p_h_8_2_5,7.77583374,989698,nanno
p_h_7_6_6,7.612645264,989698,nanno
p_h_7_6_4,7.3840979,989758,nanno
p_h_8_2_7,7.911593018,989758,nanno
p_h_8_2_5,7.77583374,989758,nanno
p_h_7_6_6,7.612645264,989758,nanno
p_h_7_6_4,7.386234131,989818,nanno
p_h_8_2_7,7.909456787,989818,nanno
p_h_8_2_5,7.774765625,989818,nanno
p_h_7_6_6,7.611577148,989818,nanno
p_h_7_6_4,7.387302246,989878,nanno
p_h_8_2_7,7.909456787,989878,nanno
p_h_8_2_5,7.774765625,989878,nanno
p_h_7_6_6,7.611577148,989878,nanno
p_h_7_6_4,7.390506592,989938,nanno
p_h_8_2_7,7.915865479,989938,nanno
p_h_8_2_5,7.77583374,989938,nanno
p_h_7_6_6,7.613713379,989938,nanno
p_h_7_6_4,7.391574707,989998,nanno
p_h_8_2_7,7.914797363,989998,nanno
p_h_8_2_5,7.77583374,989998,nanno
p_h_7_6_6,7.613713379,989998,nanno
p_h_7_6_4,7.393710938,990058,nanno
p_h_8_2_7,7.912661133,990058,nanno
p_h_8_2_5,7.774765625,990058,nanno
p_h_7_6_6,7.612645264,990058,nanno
p_h_7_6_4,7.394779053,990118,nanno
p_h_8_2_7,7.910524902,990118,nanno
p_h_8_2_5,7.774765625,990118,nanno
p_h_7_6_6,7.611577148,990118,nanno
p_h_7_6_4,7.395847168,990178,nanno
p_h_8_2_7,7.908388672,990178,nanno
p_h_8_2_5,7.774765625,990178,nanno
p_h_7_6_6,7.611577148,990178,nanno
p_h_7_6_4,7.397983398,990238,nanno
p_h_8_2_7,7.907320557,990238,nanno
p_h_8_2_5,7.77369751,990238,nanno
p_h_7_6_6,7.610509033,990238,nanno
p_h_7_6_4,7.399051514,990298,nanno
p_h_8_2_7,7.906252441,990298,nanno
p_h_8_2_5,7.77369751,990298,nanno
p_h_7_6_6,7.609440918,990298,nanno
p_h_7_6_4,7.401187744,990358,nanno
p_h_8_2_7,7.905184326,990358,nanno
p_h_8_2_5,7.77369751,990358,nanno
p_h_7_6_6,7.609440918,990358,nanno
p_h_7_6_4,7.403323975,990418,nanno
p_h_8_2_7,7.904116211,990418,nanno
p_h_8_2_5,7.772629395,990418,nanno
p_h_7_6_6,7.609440918,990418,nanno
p_h_7_6_4,7.40439209,990478,nanno
p_h_8_2_7,7.90197998,990478,nanno
p_h_8_2_5,7.772629395,990478,nanno
p_h_7_6_6,7.608372803,990478,nanno
p_h_7_6_4,7.405460205,990538,nanno
p_h_8_2_7,7.896639404,990538,nanno
p_h_8_2_5,7.771561279,990538,nanno
p_h_7_6_6,7.606236572,990538,nanno
p_h_7_6_4,7.407596436,990598,nanno
p_h_8_2_7,7.89984375,990598,nanno
p_h_8_2_5,7.771561279,990598,nanno
p_h_7_6_6,7.606236572,990598,nanno
p_h_7_6_4,7.410800781,990658,nanno
p_h_8_2_7,7.900911865,990658,nanno
p_h_8_2_5,7.772629395,990658,nanno
p_h_7_6_6,7.608372803,990658,nanno
p_h_7_6_4,7.414005127,990718,nanno
p_h_8_2_7,7.903048096,990718,nanno
p_h_8_2_5,7.77369751,990718,nanno
p_h_7_6_6,7.611577148,990718,nanno
p_h_7_6_4,7.418277588,990778,nanno
p_h_8_2_7,7.905184326,990778,nanno
p_h_8_2_5,7.774765625,990778,nanno
p_h_7_6_6,7.614781494,990778,nanno
p_h_7_6_4,7.421481934,990838,nanno
p_h_8_2_7,7.908388672,990838,nanno
p_h_8_2_5,7.774765625,990838,nanno
p_h_7_6_6,7.61798584,990838,nanno
p_h_7_6_4,7.425754395,990898,nanno
p_h_8_2_7,7.911593018,990898,nanno
p_h_8_2_5,7.77583374,990898,nanno
p_h_7_6_6,7.622258301,990898,nanno
p_h_7_6_4,7.430026855,990958,nanno
p_h_8_2_7,7.92227417,990958,nanno
p_h_8_2_5,7.777969971,990958,nanno
p_h_7_6_6,7.627598877,990958,nanno
p_h_7_6_4,7.433231201,991018,nanno
p_h_8_2_7,7.921206055,991018,nanno
p_h_8_2_5,7.777969971,991018,nanno
p_h_7_6_6,7.629735107,991018,nanno
p_h_7_6_4,7.435367432,991078,nanno
p_h_8_2_7,7.920137939,991078,nanno
p_h_8_2_5,7.776901855,991078,nanno
p_h_7_6_6,7.630803223,991078,nanno
p_h_7_6_4,7.436435547,991138,nanno
p_h_8_2_7,7.918001709,991138,nanno
p_h_8_2_5,7.776901855,991138,nanno
p_h_7_6_6,7.630803223,991138,nanno
p_h_7_6_4,7.437503662,991198,nanno
p_h_8_2_7,7.916933594,991198,nanno
p_h_8_2_5,7.776901855,991198,nanno
p_h_7_6_6,7.630803223,991198,nanno
p_h_7_6_4,7.438571777,991258,nanno
p_h_8_2_7,7.914797363,991258,nanno
p_h_8_2_5,7.77583374,991258,nanno
p_h_7_6_6,7.629735107,991258,nanno
p_h_7_6_4,7.439639893,991318,nanno
p_h_8_2_7,7.913729248,991318,nanno
p_h_8_2_5,7.77583374,991318,nanno
p_h_7_6_6,7.628666992,991318,nanno
p_h_7_6_4,7.441776123,991378,nanno
p_h_8_2_7,7.912661133,991378,nanno
p_h_8_2_5,7.77583374,991378,nanno
p_h_7_6_6,7.628666992,991378,nanno
p_h_7_6_4,7.442844238,991438,nanno
p_h_8_2_7,7.911593018,991438,nanno
p_h_8_2_5,7.77583374,991438,nanno
p_h_7_6_6,7.627598877,991438,nanno
p_h_7_6_4,7.443912354,991498,nanno
p_h_8_2_7,7.910524902,991498,nanno
p_h_8_2_5,7.774765625,991498,nanno
p_h_7_6_6,7.627598877,991498,nanno
p_h_7_6_4,7.444980469,991558,nanno
p_h_8_2_7,7.910524902,991558,nanno
p_h_8_2_5,7.774765625,991558,nanno
p_h_7_6_6,7.626530762,991558,nanno
p_h_7_6_4,7.446048584,991618,nanno
p_h_8_2_7,7.909456787,991618,nanno
p_h_8_2_5,7.774765625,991618,nanno
p_h_7_6_6,7.626530762,991618,nanno
p_h_7_6_4,7.448184814,991678,nanno
p_h_8_2_7,7.908388672,991678,nanno
p_h_8_2_5,7.774765625,991678,nanno
p_h_7_6_6,7.625462646,991678,nanno
p_h_7_6_4,7.44925293,991738,nanno
p_h_8_2_7,7.907320557,991738,nanno
p_h_8_2_5,7.77369751,991738,nanno
p_h_7_6_6,7.625462646,991738,nanno
p_h_7_6_4,7.450321045,991798,nanno
p_h_8_2_7,7.907320557,991798,nanno
p_h_8_2_5,7.77369751,991798,nanno
p_h_7_6_6,7.625462646,991798,nanno
p_h_7_6_4,7.45138916,991858,nanno
p_h_8_2_7,7.906252441,991858,nanno
p_h_8_2_5,7.77369751,991858,nanno
p_h_7_6_6,7.624394531,991858,nanno
p_h_7_6_4,7.452457275,991918,nanno
p_h_8_2_7,7.905184326,991918,nanno
p_h_8_2_5,7.77369751,991918,nanno
p_h_7_6_6,7.624394531,991918,nanno
p_h_7_6_4,7.454593506,991978,nanno
p_h_8_2_7,7.904116211,991978,nanno
p_h_8_2_5,7.772629395,991978,nanno
p_h_7_6_6,7.623326416,991978,nanno
p_h_7_6_4,7.455661621,992038,nanno
p_h_8_2_7,7.903048096,992038,nanno
p_h_8_2_5,7.772629395,992038,nanno
p_h_7_6_6,7.623326416,992038,nanno
p_h_7_6_4,7.457797852,992098,nanno
p_h_8_2_7,7.903048096,992098,nanno
p_h_8_2_5,7.772629395,992098,nanno
p_h_7_6_6,7.623326416,992098,nanno
p_h_7_6_4,7.458865967,992158,nanno
p_h_8_2_7,7.896639404,992158,nanno
p_h_8_2_5,7.771561279,992158,nanno
p_h_7_6_6,7.621190186,992158,nanno
p_h_7_6_4,7.459934082,992218,nanno
p_h_8_2_7,7.895571289,992218,nanno
p_h_8_2_5,7.771561279,992218,nanno
p_h_7_6_6,7.62012207,992218,nanno
p_h_7_6_4,7.462070313,992278,nanno
p_h_8_2_7,7.898775635,992278,nanno
p_h_8_2_5,7.771561279,992278,nanno
p_h_7_6_6,7.622258301,992278,nanno
p_h_7_6_4,7.464206543,992338,nanno
p_h_8_2_7,7.900911865,992338,nanno
p_h_8_2_5,7.772629395,992338,nanno
p_h_7_6_6,7.624394531,992338,nanno
p_h_7_6_4,7.467410889,992398,nanno
p_h_8_2_7,7.903048096,992398,nanno
p_h_8_2_5,7.77369751,992398,nanno
p_h_7_6_6,7.626530762,992398,nanno
p_h_7_6_4,7.470615234,992458,nanno
p_h_8_2_7,7.905184326,992458,nanno
p_h_8_2_5,7.77369751,992458,nanno
p_h_7_6_6,7.629735107,992458,nanno
p_h_7_6_4,7.474887695,992518,nanno
p_h_8_2_7,7.907320557,992518,nanno
p_h_8_2_5,7.774765625,992518,nanno
p_h_7_6_6,7.632939453,992518,nanno
p_h_7_6_4,7.478092041,992578,nanno
p_h_8_2_7,7.914797363,992578,nanno
p_h_8_2_5,7.776901855,992578,nanno
p_h_7_6_6,7.637211914,992578,nanno
p_h_7_6_4,7.482364502,992638,nanno
p_h_8_2_7,7.921206055,992638,nanno
p_h_8_2_5,7.777969971,992638,nanno
p_h_7_6_6,7.641484375,992638,nanno
p_h_7_6_4,7.484500732,992698,nanno
p_h_8_2_7,7.920137939,992698,nanno
p_h_8_2_5,7.777969971,992698,nanno
p_h_7_6_6,7.643620605,992698,nanno
p_h_7_6_4,7.485568848,992758,nanno
p_h_8_2_7,7.918001709,992758,nanno
p_h_8_2_5,7.776901855,992758,nanno
p_h_7_6_6,7.643620605,992758,nanno
p_h_7_6_4,7.486636963,992818,nanno
p_h_8_2_7,7.915865479,992818,nanno
p_h_8_2_5,7.776901855,992818,nanno
p_h_7_6_6,7.643620605,992818,nanno
p_h_7_6_4,7.487705078,992878,nanno
p_h_8_2_7,7.914797363,992878,nanno
p_h_8_2_5,7.776901855,992878,nanno
p_h_7_6_6,7.64255249,992878,nanno
p_h_7_6_4,7.488773193,992938,nanno
p_h_8_2_7,7.913729248,992938,nanno
p_h_8_2_5,7.77583374,992938,nanno
p_h_7_6_6,7.641484375,992938,nanno
p_h_7_6_4,7.489841309,992998,nanno
p_h_8_2_7,7.911593018,992998,nanno
p_h_8_2_5,7.77583374,992998,nanno
p_h_7_6_6,7.64041626,992998,nanno
p_h_7_6_4,7.490909424,993058,nanno
p_h_8_2_7,7.911593018,993058,nanno
p_h_8_2_5,7.77583374,993058,nanno
p_h_7_6_6,7.64041626,993058,nanno
p_h_7_6_4,7.491977539,993118,nanno
p_h_8_2_7,7.909456787,993118,nanno
p_h_8_2_5,7.774765625,993118,nanno
p_h_7_6_6,7.639348145,993118,nanno
p_h_7_6_4,7.491977539,993178,nanno
p_h_8_2_7,7.908388672,993178,nanno
p_h_8_2_5,7.774765625,993178,nanno
p_h_7_6_6,7.639348145,993178,nanno
p_h_7_6_4,7.493045654,993238,nanno
p_h_8_2_7,7.908388672,993238,nanno
p_h_8_2_5,7.774765625,993238,nanno
p_h_7_6_6,7.638280029,993238,nanno
p_h_7_6_4,7.49411377,993298,nanno
p_h_8_2_7,7.907320557,993298,nanno
p_h_8_2_5,7.774765625,993298,nanno
p_h_7_6_6,7.638280029,993298,nanno
p_h_7_6_4,7.495181885,993358,nanno
p_h_8_2_7,7.907320557,993358,nanno
p_h_8_2_5,7.774765625,993358,nanno
p_h_7_6_6,7.638280029,993358,nanno
p_h_7_6_4,7.49625,993418,nanno
p_h_8_2_7,7.906252441,993418,nanno
p_h_8_2_5,7.77369751,993418,nanno
p_h_7_6_6,7.637211914,993418,nanno
p_h_7_6_4,7.497318115,993478,nanno
p_h_8_2_7,7.905184326,993478,nanno
p_h_8_2_5,7.77369751,993478,nanno
p_h_7_6_6,7.637211914,993478,nanno
p_h_7_6_4,7.49838623,993538,nanno
p_h_8_2_7,7.905184326,993538,nanno
p_h_8_2_5,7.77369751,993538,nanno
p_h_7_6_6,7.637211914,993538,nanno
p_h_7_6_4,7.499454346,993598,nanno
p_h_8_2_7,7.904116211,993598,nanno
p_h_8_2_5,7.77369751,993598,nanno
p_h_7_6_6,7.636143799,993598,nanno
p_h_7_6_4,7.499454346,993658,nanno
p_h_8_2_7,7.89984375,993658,nanno
p_h_8_2_5,7.772629395,993658,nanno
p_h_7_6_6,7.634007568,993658,nanno
p_h_7_6_4,7.500522461,993718,nanno
p_h_8_2_7,7.896639404,993718,nanno
p_h_8_2_5,7.771561279,993718,nanno
p_h_7_6_6,7.632939453,993718,nanno
p_h_7_6_4,7.501590576,993778,nanno
p_h_8_2_7,7.89770752,993778,nanno
p_h_8_2_5,7.771561279,993778,nanno
p_h_7_6_6,7.632939453,993778,nanno
p_h_7_6_4,7.501590576,993838,nanno
p_h_8_2_7,7.893435059,993838,nanno
p_h_8_2_5,7.770493164,993838,nanno
p_h_7_6_6,7.629735107,993838,nanno
p_h_7_6_4,7.503726807,993898,nanno
p_h_8_2_7,7.895571289,993898,nanno
p_h_8_2_5,7.771561279,993898,nanno
p_h_7_6_6,7.631871338,993898,nanno
p_h_7_6_4,7.505863037,993958,nanno
p_h_8_2_7,7.896639404,993958,nanno
p_h_8_2_5,7.771561279,993958,nanno
p_h_7_6_6,7.632939453,993958,nanno
p_h_7_6_4,7.509067383,994018,nanno
p_h_8_2_7,7.89770752,994018,nanno
p_h_8_2_5,7.772629395,994018,nanno
p_h_7_6_6,7.634007568,994018,nanno
p_h_7_6_4,7.513339844,994078,nanno
p_h_8_2_7,7.906252441,994078,nanno
p_h_8_2_5,7.774765625,994078,nanno
p_h_7_6_6,7.643620605,994078,nanno
p_h_7_6_4,7.516544189,994138,nanno
p_h_8_2_7,7.907320557,994138,nanno
p_h_8_2_5,7.774765625,994138,nanno
p_h_7_6_6,7.645756836,994138,nanno
p_h_7_6_4,7.519748535,994198,nanno
p_h_8_2_7,7.909456787,994198,nanno
p_h_8_2_5,7.77583374,994198,nanno
p_h_7_6_6,7.647893066,994198,nanno
p_h_7_6_4,7.522952881,994258,nanno
p_h_8_2_7,7.913729248,994258,nanno
p_h_8_2_5,7.776901855,994258,nanno
p_h_7_6_6,7.651097412,994258,nanno
p_h_7_6_4,7.526157227,994318,nanno
p_h_8_2_7,7.921206055,994318,nanno
p_h_8_2_5,7.777969971,994318,nanno
p_h_7_6_6,7.656437988,994318,nanno
p_h_7_6_4,7.528293457,994378,nanno
p_h_8_2_7,7.919069824,994378,nanno
p_h_8_2_5,7.777969971,994378,nanno
p_h_7_6_6,7.657506104,994378,nanno
p_h_7_6_4,7.529361572,994438,nanno
p_h_8_2_7,7.918001709,994438,nanno
p_h_8_2_5,7.776901855,994438,nanno
p_h_7_6_6,7.658574219,994438,nanno
p_h_7_6_4,7.530429688,994498,nanno
p_h_8_2_7,7.915865479,994498,nanno
p_h_8_2_5,7.776901855,994498,nanno
p_h_7_6_6,7.657506104,994498,nanno
p_h_7_6_4,7.530429688,994558,nanno
p_h_8_2_7,7.913729248,994558,nanno
p_h_8_2_5,7.77583374,994558,nanno
p_h_7_6_6,7.656437988,994558,nanno
p_h_7_6_4,7.531497803,994618,nanno
p_h_8_2_7,7.911593018,994618,nanno
p_h_8_2_5,7.77583374,994618,nanno
p_h_7_6_6,7.655369873,994618,nanno
p_h_7_6_4,7.532565918,994678,nanno
p_h_8_2_7,7.911593018,994678,nanno
p_h_8_2_5,7.77583374,994678,nanno
p_h_7_6_6,7.654301758,994678,nanno
p_h_7_6_4,7.532565918,994738,nanno
p_h_8_2_7,7.909456787,994738,nanno
p_h_8_2_5,7.77583374,994738,nanno
p_h_7_6_6,7.653233643,994738,nanno
p_h_7_6_4,7.533634033,994798,nanno
p_h_8_2_7,7.909456787,994798,nanno
p_h_8_2_5,7.774765625,994798,nanno
p_h_7_6_6,7.653233643,994798,nanno
p_h_7_6_4,7.534702148,994858,nanno
p_h_8_2_7,7.908388672,994858,nanno
p_h_8_2_5,7.774765625,994858,nanno
p_h_7_6_6,7.652165527,994858,nanno
p_h_7_6_4,7.534702148,994918,nanno
p_h_8_2_7,7.907320557,994918,nanno
p_h_8_2_5,7.774765625,994918,nanno
p_h_7_6_6,7.652165527,994918,nanno
p_h_7_6_4,7.535770264,994978,nanno
p_h_8_2_7,7.906252441,994978,nanno
p_h_8_2_5,7.774765625,994978,nanno
p_h_7_6_6,7.651097412,994978,nanno
p_h_7_6_4,7.535770264,995038,nanno
p_h_8_2_7,7.905184326,995038,nanno
p_h_8_2_5,7.774765625,995038,nanno
p_h_7_6_6,7.650029297,995038,nanno
p_h_7_6_4,7.536838379,995098,nanno
p_h_8_2_7,7.905184326,995098,nanno
p_h_8_2_5,7.77369751,995098,nanno
p_h_7_6_6,7.650029297,995098,nanno
p_h_7_6_4,7.537906494,995158,nanno
p_h_8_2_7,7.904116211,995158,nanno
p_h_8_2_5,7.77369751,995158,nanno
p_h_7_6_6,7.650029297,995158,nanno
p_h_7_6_4,7.537906494,995218,nanno
p_h_8_2_7,7.904116211,995218,nanno
p_h_8_2_5,7.77369751,995218,nanno
p_h_7_6_6,7.650029297,995218,nanno
p_h_7_6_4,7.538974609,995278,nanno
p_h_8_2_7,7.903048096,995278,nanno
p_h_8_2_5,7.77369751,995278,nanno
p_h_7_6_6,7.648961182,995278,nanno
p_h_7_6_4,7.540042725,995338,nanno
p_h_8_2_7,7.903048096,995338,nanno
p_h_8_2_5,7.772629395,995338,nanno
p_h_7_6_6,7.648961182,995338,nanno
p_h_7_6_4,7.54111084,995398,nanno
p_h_8_2_7,7.900911865,995398,nanno
p_h_8_2_5,7.772629395,995398,nanno
p_h_7_6_6,7.647893066,995398,nanno
p_h_7_6_4,7.54111084,995458,nanno
p_h_8_2_7,7.89984375,995458,nanno
p_h_8_2_5,7.772629395,995458,nanno
p_h_7_6_6,7.646824951,995458,nanno
p_h_7_6_4,7.54111084,995518,nanno
p_h_8_2_7,7.893435059,995518,nanno
p_h_8_2_5,7.771561279,995518,nanno
p_h_7_6_6,7.644688721,995518,nanno
p_h_7_6_4,7.54324707,995578,nanno
p_h_8_2_7,7.894503174,995578,nanno
p_h_8_2_5,7.771561279,995578,nanno
p_h_7_6_6,7.644688721,995578,nanno
p_h_7_6_4,7.544315186,995638,nanno
p_h_8_2_7,7.896639404,995638,nanno
p_h_8_2_5,7.771561279,995638,nanno
p_h_7_6_6,7.645756836,995638,nanno
p_h_7_6_4,7.547519531,995698,nanno
p_h_8_2_7,7.898775635,995698,nanno
p_h_8_2_5,7.772629395,995698,nanno
p_h_7_6_6,7.648961182,995698,nanno
p_h_7_6_4,7.549655762,995758,nanno
p_h_8_2_7,7.903048096,995758,nanno
p_h_8_2_5,7.77369751,995758,nanno
p_h_7_6_6,7.652165527,995758,nanno
p_h_7_6_4,7.552860107,995818,nanno
p_h_8_2_7,7.904116211,995818,nanno
p_h_8_2_5,7.774765625,995818,nanno
p_h_7_6_6,7.656437988,995818,nanno
p_h_7_6_4,7.556064453,995878,nanno
p_h_8_2_7,7.907320557,995878,nanno
p_h_8_2_5,7.77583374,995878,nanno
p_h_7_6_6,7.658574219,995878,nanno
p_h_7_6_4,7.560336914,995938,nanno
p_h_8_2_7,7.918001709,995938,nanno
p_h_8_2_5,7.776901855,995938,nanno
p_h_7_6_6,7.66498291,995938,nanno
p_h_7_6_4,7.56354126,995998,nanno
p_h_8_2_7,7.919069824,995998,nanno
p_h_8_2_5,7.777969971,995998,nanno
p_h_7_6_6,7.667119141,995998,nanno
p_h_7_6_4,7.564609375,996058,nanno
p_h_8_2_7,7.918001709,996058,nanno
p_h_8_2_5,7.776901855,996058,nanno
p_h_7_6_6,7.668187256,996058,nanno
p_h_7_6_4,7.56567749,996118,nanno
p_h_8_2_7,7.914797363,996118,nanno
p_h_8_2_5,7.776901855,996118,nanno
p_h_7_6_6,7.668187256,996118,nanno
p_h_7_6_4,7.566745605,996178,nanno
p_h_8_2_7,7.913729248,996178,nanno
p_h_8_2_5,7.776901855,996178,nanno
p_h_7_6_6,7.667119141,996178,nanno
p_h_7_6_4,7.566745605,996238,nanno
p_h_8_2_7,7.912661133,996238,nanno
p_h_8_2_5,7.77583374,996238,nanno
p_h_7_6_6,7.667119141,996238,nanno
p_h_7_6_4,7.567813721,996298,nanno
p_h_8_2_7,7.911593018,996298,nanno
p_h_8_2_5,7.77583374,996298,nanno
p_h_7_6_6,7.666051025,996298,nanno
p_h_7_6_4,7.567813721,996358,nanno
p_h_8_2_7,7.910524902,996358,nanno
p_h_8_2_5,7.77583374,996358,nanno
p_h_7_6_6,7.66498291,996358,nanno
p_h_7_6_4,7.567813721,996418,nanno
p_h_8_2_7,7.909456787,996418,nanno
p_h_8_2_5,7.77583374,996418,nanno
p_h_7_6_6,7.66498291,996418,nanno
p_h_7_6_4,7.568881836,996478,nanno
p_h_8_2_7,7.908388672,996478,nanno
p_h_8_2_5,7.774765625,996478,nanno
p_h_7_6_6,7.663914795,996478,nanno
p_h_7_6_4,7.568881836,996538,nanno
p_h_8_2_7,7.907320557,996538,nanno
p_h_8_2_5,7.774765625,996538,nanno
p_h_7_6_6,7.663914795,996538,nanno
p_h_7_6_4,7.569949951,996598,nanno
p_h_8_2_7,7.906252441,996598,nanno
p_h_8_2_5,7.774765625,996598,nanno
p_h_7_6_6,7.66284668,996598,nanno
p_h_7_6_4,7.569949951,996658,nanno
p_h_8_2_7,7.906252441,996658,nanno
p_h_8_2_5,7.774765625,996658,nanno
p_h_7_6_6,7.66284668,996658,nanno
p_h_7_6_4,7.571018066,996718,nanno
p_h_8_2_7,7.905184326,996718,nanno
p_h_8_2_5,7.77369751,996718,nanno
p_h_7_6_6,7.661778564,996718,nanno
p_h_7_6_4,7.571018066,996778,nanno
p_h_8_2_7,7.904116211,996778,nanno
p_h_8_2_5,7.77369751,996778,nanno
p_h_7_6_6,7.661778564,996778,nanno
p_h_7_6_4,7.572086182,996838,nanno
p_h_8_2_7,7.904116211,996838,nanno
p_h_8_2_5,7.77369751,996838,nanno
p_h_7_6_6,7.661778564,996838,nanno
p_h_7_6_4,7.572086182,996898,nanno
p_h_8_2_7,7.903048096,996898,nanno
p_h_8_2_5,7.77369751,996898,nanno
p_h_7_6_6,7.660710449,996898,nanno
p_h_7_6_4,7.573154297,996958,nanno
p_h_8_2_7,7.90197998,996958,nanno
p_h_8_2_5,7.772629395,996958,nanno
p_h_7_6_6,7.660710449,996958,nanno
p_h_7_6_4,7.573154297,997018,nanno
